OSN,LAT,LONG,ALT,SDMT,BIO_N,BIO_C,BRG_N,BRG_C,ACANTHACEA,AIZOACEAE,AMARANTHAC,LANNEA_SCL,ILEX_MITIS,AMBROSIEAE,ARTEMISIA,STOEBE,SENECIO,TARCHONANT,AVICENNIA,BALANITES,CAESALPINI,CAPPARIDAC,CLUSIACEAE,COMBRETACE,CONNARACEA,AFROCRANIA,CUPRESSACE,CYPERACEAE,DIDIERACEA,DILLENIACE,EPHEDRA,ERICACEAE,ALCHORNEA,BRIDELIA,CHROZOPHOR,DRYPETES_T,MACARANGA_,FLUEGGEA_T,TETRORCHID,UAPACA,CAMPYLOSTE,SACOGLOTTI,HYMENOCARD,HYPERICUM,ICACINACEA,IRVINGIA_T,HUGONIA,LOBELIA,ANTHOCLEIS,NUXIA_TYPE,MALPIGHIAC,MELIACEAE,ACACIA,CALPOCALYX,DICHROSTAC,ENTADA_TYP,PARKIA,MORACEAE,MYRICA,PYCNANTHUS,MYRSINE_AF,RAPANEA,SYZYGIUM_T,NYCTAGINAC,CAMPYLOSPE,LOPHIRA,SAUVAGESIA,OLEA,BORASSUS_H,ELAEIS_GUI,POACEAE,PODOCARPUS,PROTEACEAE,RHAMNACEAE,RHIZOPHORA,ALCHEMILLA,CLIFFORTIA,HAGENIA_AB,PRUNUS,RUBUS,ANTHOSPERM,IXORA_TYPE,MITRACARPU,ZANTHOXYLU,SALVADORA,ALLOPHYLUS,BLIGHIA,DODONAEA,SAPOTACEAE,COLA_TYPE,TAMARIX,CHRISTIANA,TILIA_TYPE,TRIBULUS,CELTIS,HOLOPTELEA,URTICACEAE,FAGONIA,ZYGOPHYLLU,MICRODESMI,TYPHA,ASTERACEAE,CONYZA_TYP,ACALYPHA,NYMPHAEA,EUPHORBIA_,RHUS_TYPE,PHOENIX,EUCALYPTUS,PINUS,HELICHRYSU,SPERMACOCE,FABACEAE_U,PLANTAGO,EUPHORBIAC,EUCLEA,CICHORIEAE,RUBIACEAE_,INDIGOFERA,TREMA_TYPE,CARYOPHYLL,PULICARIA_,RUMEX,BRASSICACE,APIACEAE,LAMIACEAE,PTERIDOPHY
519,1.033,13.083,356,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Northwestern Congolian lowland forests,26,0,0,0,0,0,0,0,0,0,0,0,0,4.968944099,0,0,0.310559006,0,0,0,0.310559006,0,0,0,0,4.968944099,0.310559006,0,0,18.32298137,0,0.621118012,0,0,0,0,0,0.621118012,0.310559006,0,0,0,0,0,0.621118012,0,0.931677019,0,1.552795031,0,1.242236025,0,11.18012422,0,0,15.83850932,0,0,0,0,0,0,0,0.310559006,0,0,0,0,0,0,0,0,0,0,0,0,0.621118012,0,0.621118012,0,0,0,0,0,0,0,0,13.04347826,0,5.590062112,0,0,0,3.416149068,0,0,0,0,0,0,0,0,0,0,0,1.552795031,0,4.037267081,0,0,0.310559006,0,0,0,0,0,0,0,0,8.385093168
520,0.65,12.717,434,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Northwestern Congolian lowland forests,26,0,0,0.223214286,0,0,0,0,0,0,0,0,0,0.669642857,0,0,8.482142857,0,0,0,0.223214286,0,0.446428571,0,0,6.696428571,0,0,0,59.82142857,0,0.892857143,0.223214286,0,0,0,0,0,1.116071429,0,0,0,0,0,0.669642857,1.5625,2.455357143,0,2.008928571,0,0.223214286,0,2.455357143,0,0,0,0,0,0,0,0,0,0,0.223214286,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286,0,0.223214286,0,0,0,0,0,0,0,0,2.455357143,0,2.232142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,3.348214286,0,0,0,0,0,0,0,0,0,0,0,1.116071429
521,0.65,12.717,434,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Northwestern Congolian lowland forests,26,0,0,0,0,0,0,0,0,0,0,0,0,3.082191781,0,0,10.61643836,0,0,0,0.684931507,0,0.342465753,0,0,2.739726027,0,0,0,6.849315068,0,0.684931507,3.424657534,0,0,0,0,0,0.342465753,0,0,0,0,0,0.342465753,0.342465753,1.712328767,0,1.02739726,0,1.712328767,0,1.02739726,0,0,0,0,0,0,0,0,0,0,0.342465753,0,0,0,0,0,0,0,0,0,0,0,0,2.054794521,0,0.342465753,0,0,0,0,0,0,0,0,15.4109589,0,0,0,0,0,0.342465753,0,0,0,0,0,0,0,0,0,0,0,4.109589041,0,38.69863014,0,0,0,0,0,0,0,0,0,0,0,3.767123288
522,-19.333,47.267,2249,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Madagascar subhumid forests,18,0,0,0,0,0.216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216450216,4.761904762,0,0,0,70.995671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77922078,0.216450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0,0.216450216,0,0,0,0,0,0.216450216,1.731601732
523,13.253,11.569,312,Lake,"Tropical and subtropical grasslands, savannas, and shrublands",7,Sahelian Acacia savanna,13,0,0,0.511508951,0,0,0,0,0,0,0,0,0,0,0,0,0.255754476,0,0,0,32.99232737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859335038,0,56.01023018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37084399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,-19.783,46.917,1889,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Madagascar subhumid forests,18,0.484261501,0,0,0,0,0,0,0,1.452784504,0,0,0,0,0,0,0.484261501,0,0,0.242130751,19.85472155,0,0,0,2.179176755,0,0,0,0,0.242130751,0,0,0.242130751,0,0,0,0,0,0,0,0,0,0,0,0,0.484261501,0,0,0,0,0.484261501,0,0,0,0,0,0,0,0,0,0,0,0,52.78450363,1.452784504,0,0,0,0,0,0,0,0,0.242130751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484261501,0,0.242130751,0,0,0,0.726392252,4.842615012,0,0,0.484261501,0.242130751,0,0.484261501,0,3.389830508,0,0,0,0,0,0,0.242130751,0,0,0.242130751,0,0,0,0,0,0,7.99031477
525,-0.15,37.1,2214,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,87.36263736,0,0,0,2.747252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.747252747
526,0.35,29.9,4249,Lake,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23021583,0,0,0,2.158273381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.035971223,3.597122302,0,0,0,67.62589928,0,0.71942446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.755395683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.877697842
527,0.35,29.89,4130,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366,0,0,0,2.93040293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89010989,8.791208791,0,0,0,2.93040293,0,0.366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.93406593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.831501832,0,6.593406593
528,0.35,29.95,3132,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,0,1.369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.164383562,6.164383562,0,0,0,5.479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.64383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.479452055
529,0.35,29.85,3065,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.44444444,0,0,0,5.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.148148148,5.185185185,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,19.62962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0,36.66666667
531,-0.15,37.12,2333,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,East African montane forests,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.039548023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.824858757,50.84745763,0,0,0,2.824858757,0,14.68926554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.259887006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564971751,0,16.94915254
532,-0.15,37.22,3226,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634,2.150537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52688172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12903226,52.68817204,0,0,0,9.677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634,0,0,0,0,1.075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0,0,5.376344086
533,-0.15,37.24,3639,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903226,1.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903226,25.2688172,0,0,0,66.12903226,0,1.075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075268817
534,-0.15,37.25,3775,Surface,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339181287,0,0,0,0,1.169590643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584795322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,57.30994152,0,0,0,13.4502924,0,1.169590643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,5.847953216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584795322,0,0,0,0,0,0,0,0,0,4.678362573
535,-0.15,37.28,4419,Ice,Montane Grasslands and Shrublands,10,East African montane moorlands,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,80.64516129,0,0,0,4.838709677,0,4.032258065,0,0,1.612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.032258065
536,0.35,29.965,3021,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45631068,0,0,0,28.88349515,0,0,0,0,0,0,0,0,0,0,0,0.242718447,0,0,0,0.242718447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14563107,11.16504854,0,0,0,5.339805825,0,0.485436893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242718447,0,0,0,0,1.699029126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242718447,0,0,0,0,0,29.85436893
537,0.35,29.97,2938,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.19565217,0,0,0,6.15942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362318841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68115942,4.528985507,0,0,0,7.789855072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18115942,0,0,0,0,1.630434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0,0,0,0,0,19.92753623
538,0.35,29.94,3328,Surface,Montane Grasslands and Shrublands,10,Rwenzori-Virunga montane moorlands,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606060606,0,0,0,0.606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808080808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818181818,0.808080808,0,0,0,91.51515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.232323232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606060606
539,-19.867,46.967,1706,Lake,Tropical and Subtropical Moist Broadleaf Forests,1,Madagascar subhumid forests,18,0,0,0,0,0,0.22172949,0,0,0,0,0,0,0,0,0,0,0,0,0.22172949,40.79822616,0,0,0,25.72062084,0,0,0,0,0,0,0,0.22172949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22172949,0,0,0,0,0,0,0,0,0,0,0,0,25.05543237,0.66518847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66518847,0,0.22172949,0,0,0,0.44345898,1.33037694,0,0,0.88691796,0,0,0,0,0.88691796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43902439
540,0.85,30.267,837,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0.326797386,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0,0,0.653594771,50,0,0,0,0,0.980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,15.03267974,0.653594771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0.653594771,0,0.326797386,0,0,0,1.307189542,0,0,17.64705882,0,0.326797386,0,6.535947712,0,0.326797386,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,2.614379085
541,0.883,30.267,795,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,2.4,0,0,0,0,1.2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,2.8,0,0,0,0,0,0,0.4,0,0.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
542,0.883,30.267,795,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0.110864745,0,0.110864745,0,0,0,0,0,0,0,0,0.110864745,0,4.767184035,0,0.332594235,0,0,0,2.106430155,0,0,0,0.110864745,0.22172949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110864745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110864745,0,0,88.24833703,0.44345898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332594235,0.332594235,0,0,0,0.332594235,0,0.332594235,0,0.88691796,0,0,0.22172949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776053215
543,0.883,30.267,795,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,1.769911504,0,0,0,0,0,0,0,0,0,0,0,0,5.604719764,0,3.83480826,0,0,0.294985251,5.014749263,0,0,0,0,0.589970501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.784660767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.30678466,0.884955752,0,0,0,0,0,0.294985251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589970501,0,0,0,0,0,2.654867257,0,0,0,0,1.474926254,0,0.884955752,0,0.884955752,0,0,0.589970501,0,0,0,0.294985251,0,0,0,0,0,0,0,0,0,3.244837758
544,0.833,30.267,840,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0,0,0,0,0,0,0,0.273224044,0,0,0,0,2.18579235,0,0,1.366120219,0,0,0.273224044,7.923497268,0,0,0,0,1.912568306,0.819672131,0,0,0,0,0.273224044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546448087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273224044,0,0,76.50273224,0.273224044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819672131,0,0,0,0,0,1.366120219,0,0,0,0,0,0,0.819672131,0.273224044,0.546448087,0,0,0,0,0,0.546448087,0,0.273224044,0,0,0,0,0,0,0,0,2.732240437
545,0.85,30.15,652,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,5.151515152,0.606060606,0,0,0,0,0,0,0,0,0,0,0,1.515151515,0,0,0.303030303,9.696969697,0,0,0,0,1.515151515,0.303030303,0,0,1.515151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.060606061,0,0,0,0,3.333333333,0,0,0,0,0.606060606,0,0,0,0,0.303030303,0,5.151515152,8.484848485,0.606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,8.484848485,0,0,0,0,0,0,0,0,3.03030303,0,0.909090909,0,0,0,1.212121212,1.515151515,0,2.727272727,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,4.242424242,0,0,0,0,0,0,0,0,2.424242424
546,0.85,30.15,652,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,1.225490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.450980392,0,0,0,48.28431373,0,0,0,0,1.225490196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0,0,0,0,3.676470588,0,0,0,0,0,0,0,0,0,0,0,10.53921569,5.392156863,0,0.245098039,0,0,0,0,0,0,0,0,0,0,0.245098039,0,0,0,0.245098039,0.245098039,0,0,0,0,0,2.696078431,0.245098039,0.245098039,0,0,0,5.147058824,0,0,0.735294118,0,0,0.245098039,14.21568627,0,0,0,0,0,0,0,0.245098039,0,0,0,0,0,0,0,0,0,0,1.470588235
547,0.8,30.133,737,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,0,44.08945687,0,0,0,0,0,0,0,0,0,0,0,3.194888179,0,0,0,3.194888179,0,0,0,0.319488818,0.638977636,0,0,0,1.277955272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958466454,0,0,0,0,0,0,0,0,0,0,0,21.72523962,3.833865815,1.277955272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.153354633,0,0.319488818,0,0,0,0,0,0,2.875399361,0,0,0,9.904153355,0,0,0,0,0,0,0,0,0,0.319488818,0,0,0,0,0,0,0,0,1.916932907
548,0.8,30.133,737,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,0.348432056,5.923344948,0,0,0,0,0,0,0,0,0,0,0,2.787456446,0,0,0,8.013937282,0,0,0,0.348432056,1.393728223,0,0,0,0.348432056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045296167,0,0,0,0,0,0,0,0,0,0,0,1.045296167,8.013937282,0.696864111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348432056,0,0,0,0,0,17.42160279,0,0,0,0,0,1.393728223,0.348432056,0,1.742160279,0,0.696864111,0,37.97909408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.10452962
549,0.833,30.167,1099,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,0.325732899,0.651465798,0,0,0.325732899,0,0,0,0,0,0,0,0,39.08794788,0,0,1.302931596,1.954397394,0,0,0,0,2.280130293,0.977198697,0,0,0.651465798,0,0,0,0,0,0,0,0.651465798,0,0,0,0,0,0,0,0.325732899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302931596,11.07491857,0.651465798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605863192,0,0,0,0,0,0.977198697,0,0,6.188925081,0,0,0,18.89250814,0,0,0,0,0,0,6.840390879,0,0,0,0,0,0,0,0,0,0,0,2.931596091
550,0.833,30.167,1099,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,0.288184438,0,0,0,0,0,0,0,0,0,0,0,0,21.90201729,0,0,0.576368876,8.357348703,0,0,0,0,2.88184438,0.576368876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44092219,0,0,0.288184438,0,0.864553314,0,0,0,0,0,0,0,0,0,0.288184438,0,0.864553314,27.08933718,0.576368876,0.288184438,0,0,0,0,0,0,0,0,0,0,0.288184438,0,0.288184438,0,0,0,0,0,0,0,0,4.610951009,0,0,0,0,0,2.305475504,2.305475504,0,5.187319885,0,0,0,5.763688761,1.152737752,0.288184438,0,0,0,0,4.034582133,0,0.576368876,0,0,0,0,0,0,0,0,0.288184438,7.204610951
551,0.833,30.183,1335,Surface,Tropical and Subtropical Moist Broadleaf Forests,1,Albertine Rift montane forests,1,0,0,0.506329114,0,0,0,0,0,0,0,0,0,0,0,0,11.13924051,0,0,0.759493671,4.050632911,0,0,0,0,1.518987342,0.253164557,0,0,0,0,0,0,0,0,0,0,0.253164557,0,0,0,0,0,0,0,0,0,0,0,0,2.784810127,0,0,0,0,0,0,0,0,0,0.253164557,0,0,16.20253165,0.506329114,0,0,0,0,0,0,0,0,0,0,0,0.253164557,0,0,0,0.253164557,0,0,0,0,0,0,13.16455696,0,0,0,0,0,0.253164557,8.860759494,0,11.89873418,0,0,0,14.6835443,0,0,0,0,0,0,0,0,0,2.278481013,0,0,0,0,0,0,0,0,10.12658228
552,0.883,30.267,795,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0.597014925,0,0.298507463,0,0,0,0,0,0,0,0,0.298507463,0,19.10447761,0,0.298507463,0,0,0,6.567164179,0,0,0,0,1.791044776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.59701493,1.194029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298507463,0,0,0,0,0,0.597014925,0.298507463,0,0,0,5.074626866,0,0.597014925,0.298507463,0,0,0,0.298507463,0,0,0.298507463,0,0,0,0,0,0,0,0,0,0,1.194029851
553,0.883,30.267,795,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0,0,4.620462046,0,0,0,0,0,0,0,0,0,1.98019802,0,0,2.310231023,0,0,0.99009901,17.49174917,0,0,0,0,2.310231023,0,0,0,0.660066007,0.330033003,0.330033003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330033003,0,0,0,0,0,0,0,0,0,0.330033003,0.330033003,0,0,0,0.330033003,0.330033003,0,45.54455446,1.320132013,0,0,0,0,0,0.330033003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019802,0,0,0,0,0,7.260726073,0.330033003,0,0.660066007,0,0,0,3.96039604,0.330033003,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.620462046
554,0.917,30.283,761,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0,0,1.538461538,0,0,0,0,0,0,0,0,1.153846154,0,0.384615385,0,1.153846154,0,0,0.384615385,8.461538462,0,0,0,0.384615385,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769,0.384615385,65.38461538,0.769230769,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,3.846153846,0.384615385,0,0,0,0,0,1.153846154,0,1.153846154,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0,0,0,0,3.461538462
555,0.917,30.283,819.5,Surface,"Tropical and subtropical grasslands, savannas, and shrublands",7,East Sudanian savanna,5,0.869565217,0,0,0,0,0,0,0,0,0,0,0.434782609,0.869565217,0.869565217,0,1.739130435,0,0,0,12.17391304,0,0,0,0,3.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,56.52173913,1.304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0.434782609,0,0,0,0,0,0,1.304347826,0,0,0,0,0,5.652173913,0,0,0,0,0,0,0.434782609,0,1.304347826,0,0,0,0,0.434782609,0.434782609,0.434782609,0,0,0,0,0,0,0,0,0,3.47826087
